"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"1","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",1,27.954,1371.723,"P","0007-0101",27.215,1.776,"HET","NH",0.666666666666667
"2","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",2,42.322,151.318,"N","0014-0200",53.847,4.12,"HET","NH",0.714285714285714
"3","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",3,91.756,1056.608,"P","0034-0335",89.451,9.361,"HET","NH",0.666666666666667
"4","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",4,71.058,522.007,"P","0033-0235",62.978,9.003,"HET","NH",0.666666666666667
"5","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",5,36.418,434.16,"P","0037-0193",51.476,9.848,"HET","NH",0.714285714285714
"6","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",6,82.865,4577.388,"P","0056-0026",6.878,14.577,"HET","NH",0.714285714285714
"7","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",7,67.572,136.215,"N","0062-0215",57.803,16.677,"HET","NH",0.714285714285714
"8","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",8,89.836,924.914,"P","0068-0300",80.611,17.837,"HET","NH",0.666666666666667
"9","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",9,101.216,1470.298,"P","0068-0101",26.993,17.991,"HET","NH",0.666666666666667
"10","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",10,122.057,4368.802,"P","0079-0054",14.551,21.16,"HET","NH",0.714285714285714
"11","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",11,50.004,175.929,"N","0082-0190",50.975,21.893,"HET","NH",0.761904761904762
"12","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",12,58.895,184.86,"N","0085-0363",96.649,22.766,"HET","NH",0.714285714285714
"13","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",13,77.459,1191.228,"P","0094-0284",75.562,25.349,"HET","NH",0.714285714285714
"14","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",14,75.326,255.556,"N","0108-0235",62.662,28.683,"HET","NH",0.714285714285714
"15","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",15,73.192,176.588,"P","0111-0131",35.303,29.637,"HET","NH",0.666666666666667
"16","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",16,94.886,5846.638,"P","0130-0318",84.939,34.788,"HET","NH",0.666666666666667
"17","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",17,50.217,119.217,"N","0130-0244",65.808,35.188,"HET","NH",0.761904761904762
"18","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",18,142.756,1459.289,"P","0143-0075",20.077,38.189,"HET","NH",0.80952380952381
"19","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",19,75.468,1052.336,"P","0137-0289",76.894,36.754,"HET","NH",0.666666666666667
"20","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",20,74.756,1038.407,"P","0135-0382",102.062,36.062,"HET","NH",0.666666666666667
"21","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",21,110.677,1356.162,"P","0142-0192",51.613,37.622,"HET","NH",0.714285714285714
"22","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",22,34.995,97.726,"N","0135-0107",28.275,36.327,"HET","NH",0.761904761904762
"23","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",23,64.016,1462.338,"P","0160-0024",6.256,42.497,"HET","NH",0.857142857142857
"24","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",24,125.614,4191.738,"P","0181-0120",32.22,47.921,"HET","NH",0.761904761904762
"25","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",25,63.518,85.873,"N","0189-0030",8.197,50.546,"HET","NH",0.904761904761905
"26","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",26,94.601,1010.086,"P","0191-0365",97.409,50.853,"HET","NH",0.714285714285714
"27","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",27,63.091,1269.038,"P","0191-0066",17.664,51.21,"HET","NH",0.857142857142857
"28","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",28,7.966,474.616,"P","0183-0005",1.119,49.137,"HET","NH",0.904761904761905
"29","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",29,91.33,1163.025,"P","0205-0264",70.603,54.702,"HET","NH",0.761904761904762
"30","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",30,71.911,1292.01,"P","0212-0232",62.006,56.819,"HET","NH",0.80952380952381
"31","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",31,75.681,1194.825,"P","0226-0296",79.01,60.259,"HET","NH",0.714285714285714
"32","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",32,17.853,96.127,"N","0216-0390",104.283,57.903,"HET","NH",0.80952380952381
"33","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",33,74.543,1133.007,"P","0237-0148",39.707,63.114,"HET","NH",0.80952380952381
"34","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",34,64.301,491.39,"P","0242-0340",90.925,64.712,"HET","NH",0.714285714285714
"35","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",35,132.798,3411.839,"P","0257-0116",30.945,68.626,"HET","NH",0.857142857142857
"36","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",36,87.56,659.964,"P","0265-0295",79.066,71.037,"HET","NH",0.80952380952381
"37","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",37,83.719,1028.688,"P","0276-0060",16.15,73.616,"HET","NH",0.857142857142857
"38","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",38,65.652,658.043,"P","0284-0017",4.281,75.581,"HET","NH",0.857142857142857
"39","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",39,69.991,840.934,"P","0293-0216",57.59,78.315,"HET","NH",0.857142857142857
"40","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",40,23.615,119.828,"N","0298-0330",87.69,79.664,"HET","NH",0.857142857142857
"41","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",41,80.518,1141.928,"P","0307-0255",68.158,81.657,"HET","NH",0.80952380952381
"42","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",42,48.083,489.01,"P","0299-0356",95.32,79.628,"HET","NH",0.761904761904762
"43","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",43,91.33,822.996,"P","0314-0132",35.347,83.728,"HET","NH",0.80952380952381
"44","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",44,76.321,861.205,"P","0316-0092",25.078,84.185,"HET","NH",0.857142857142857
"45","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",45,89.978,839.649,"P","0320-0294",78.55,85.279,"HET","NH",0.80952380952381
"46","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",46,76.392,1067.007,"P","0335-0067",17.919,89.635,"HET","NH",0.80952380952381
"47","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",47,61.242,587.286,"P","0366-0381",102.631,98.172,"HET","NH",0.80952380952381
"48","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",48,30.657,194.32,"N","0352-0296",79.132,94.075,"HET","NH",0.857142857142857
"49","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",49,51.284,588.707,"P","0377-0228",60.873,100.908,"HET","NH",0.857142857142857
"50","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",50,48.794,116.249,"N","0382-0115",30.792,102.22,"HET","NH",0.857142857142857
"51","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",51,46.092,541.557,"P","0384-0183",48.477,102.714,"HET","NH",0.857142857142857
"52","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",52,31.012,944.594,"P","0390-0317",84.423,104.463,"HET","NH",0.80952380952381
"53","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",53,39.761,735.077,"P","0050-0141",38.097,12.906,"HET","NH",0.714285714285714
"54","z31-z40_MAX_16-bit_NH-LW8-1.2-Map127_561-60_G150_E100",54,46.661,1359.206,"P","0067-0139",36.533,18.623,"HET","NH",0.666666666666667
